acousticness,analysis_url,artist_name,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,playlist_id,release_date,speechiness,tempo,time_signature,title,track_href,track_id,track_name,track_popularity,type,uri,valence,0
0.00178,https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM,Blur,0.674,121160.0,0.789,0.0071,8.0,0.0754,-6.903,1.0,37i9dQZF1DX1rVvRgjX59F,1997-02-10,0.0676,129.804,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,73,audio_features,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.918,
0.0223,https://api.spotify.com/v1/audio-analysis/6cJqlSO19vsfCsH1FeFI35,Sublime,0.673,183200.0,0.772,1.23e-06,1.0,0.141,-5.246,0.0,37i9dQZF1DX1rVvRgjX59F,1996-07-30,0.0427,90.356,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/6cJqlSO19vsfCsH1FeFI35,6cJqlSO19vsfCsH1FeFI35,Santeria,16,audio_features,spotify:track:6cJqlSO19vsfCsH1FeFI35,0.585,
0.00165,https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea,Lenny Kravitz,0.619,211933.0,0.67,0.0109,11.0,0.331,-10.319,0.0,37i9dQZF1DX1rVvRgjX59F,1993-03-09,0.0353,129.267,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea,45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,71,audio_features,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,0.777,
0.00328,https://api.spotify.com/v1/audio-analysis/4YPhn26bIFm2KUkL1VLzQG,Weezer,0.635,256880.0,0.435,6.78e-06,3.0,0.071,-7.521,1.0,37i9dQZF1DX1rVvRgjX59F,1994-05-10,0.031,76.098,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/4YPhn26bIFm2KUkL1VLzQG,4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,15,audio_features,spotify:track:4YPhn26bIFm2KUkL1VLzQG,0.459,
0.0122,https://api.spotify.com/v1/audio-analysis/7yCPwWs66K8Ba5lFuU2bcx,blink-182,0.439,168000.0,0.891,0.0,0.0,0.547,-4.764,1.0,37i9dQZF1DX1rVvRgjX59F,1999-01-01,0.057,148.599,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx,7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,20,audio_features,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,0.695,
0.0163,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,Guns N' Roses,0.294,536067.0,0.641,0.22,11.0,0.112,-9.316,1.0,37i9dQZF1DX1rVvRgjX59F,1991-01-01,0.0291,79.759,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,3YRCqOhFifThpSRFJ1VWFM,November Rain,79,audio_features,spotify:track:3YRCqOhFifThpSRFJ1VWFM,0.226,
0.00832,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,Third Eye Blind,0.64,268360.0,0.864,0.0,7.0,0.123,-6.576,1.0,37i9dQZF1DX1rVvRgjX59F,1997-04-08,0.0315,102.026,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,73,audio_features,spotify:track:42et6fnHCw1HIPSrdPprMl,0.7,
0.0505,https://api.spotify.com/v1/audio-analysis/3ZFwuJwUpIl0GeXsvF1ELf,Metallica,0.558,388733.0,0.364,5.02e-06,4.0,0.0753,-11.258,0.0,37i9dQZF1DX1rVvRgjX59F,1991-08-12,0.0265,142.171,3.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3ZFwuJwUpIl0GeXsvF1ELf,3ZFwuJwUpIl0GeXsvF1ELf,Nothing Else Matters,24,audio_features,spotify:track:3ZFwuJwUpIl0GeXsvF1ELf,0.17,
0.619,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,Blind Melon,0.389,217107.0,0.476,5.09e-05,9.0,0.255,-9.342,1.0,37i9dQZF1DX1rVvRgjX59F,1992-01-01,0.0316,148.117,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,6txWz9UapYHVxEd7dDIHXT,No Rain,72,audio_features,spotify:track:6txWz9UapYHVxEd7dDIHXT,0.566,
0.032,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,0.324,178440.0,0.938,0.0321,6.0,0.0961,-7.332,0.0,37i9dQZF1DX1rVvRgjX59F,1994-05-23,0.102,168.131,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,0Puj4YlTm6xNzDDADXHMI9,Sabotage,70,audio_features,spotify:track:0Puj4YlTm6xNzDDADXHMI9,0.543,
5.01e-05,https://api.spotify.com/v1/audio-analysis/1EzeXGaZdqsA4Nst1AIAL2,The Smashing Pumpkins,0.389,257707.0,0.705,0.86,10.0,0.09,-10.331,0.0,37i9dQZF1DX1rVvRgjX59F,1995-10-24,0.0553,122.154,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/1EzeXGaZdqsA4Nst1AIAL2,1EzeXGaZdqsA4Nst1AIAL2,Bullet With Butterfly Wings,11,audio_features,spotify:track:1EzeXGaZdqsA4Nst1AIAL2,0.555,
0.0404,https://api.spotify.com/v1/audio-analysis/62nQ8UZVqR2RMvkJHkcO2o,Pearl Jam,0.285,318227.0,0.846,0.0,2.0,0.182,-6.472,1.0,37i9dQZF1DX1rVvRgjX59F,1991-08-27,0.0438,108.808,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o,62nQ8UZVqR2RMvkJHkcO2o,Jeremy,71,audio_features,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,0.287,
0.00216,https://api.spotify.com/v1/audio-analysis/05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,0.593,188067.0,0.786,0.000667,4.0,0.311,-3.596,1.0,37i9dQZF1DX1rVvRgjX59F,1990-02-13,0.0446,103.761,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/05NYcsjJwOYq4jIiKPVj9p,05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,67,audio_features,spotify:track:05NYcsjJwOYq4jIiKPVj9p,0.955,
0.000972,https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6,The Cure,0.526,214400.0,0.762,0.000116,0.0,0.338,-12.437,0.0,37i9dQZF1DX1rVvRgjX59F,1992-04-21,0.0342,136.203,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6,263aNAQCeFSWipk896byo6,Friday I'm in Love,66,audio_features,spotify:track:263aNAQCeFSWipk896byo6,0.505,
0.204,https://api.spotify.com/v1/audio-analysis/0Dw9z44gXhplDh5HCWZIxP,Alanis Morissette,0.66,249200.0,0.831,0.0,4.0,0.736,-8.195,1.0,37i9dQZF1DX1rVvRgjX59F,1995-06-09,0.0557,105.32,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/0Dw9z44gXhplDh5HCWZIxP,0Dw9z44gXhplDh5HCWZIxP,You Oughta Know,55,audio_features,spotify:track:0Dw9z44gXhplDh5HCWZIxP,0.43,
0.245,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU,U2,0.392,276187.0,0.534,0.00104,0.0,0.155,-8.793,1.0,37i9dQZF1DX1rVvRgjX59F,1991-11-18,0.0369,181.305,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,3G69vJMWsX6ZohTykad2AU,One,75,audio_features,spotify:track:3G69vJMWsX6ZohTykad2AU,0.325,
0.0741,https://api.spotify.com/v1/audio-analysis/6mfkHv00I6jhHIn7EWHJ2N,No Doubt,0.635,205947.0,0.937,7.29e-05,2.0,0.134,-2.86,1.0,37i9dQZF1DX1rVvRgjX59F,2003-01-01,0.0452,108.003,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/6mfkHv00I6jhHIn7EWHJ2N,6mfkHv00I6jhHIn7EWHJ2N,Just A Girl,57,audio_features,spotify:track:6mfkHv00I6jhHIn7EWHJ2N,0.779,
0.0943,https://api.spotify.com/v1/audio-analysis/5G0vAvojJAb8np3INdsISs,The Offspring,0.514,197800.0,0.884,1.52e-06,7.0,0.0654,-3.765,1.0,37i9dQZF1DX1rVvRgjX59F,1994-04-08,0.151,158.262,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/5G0vAvojJAb8np3INdsISs,5G0vAvojJAb8np3INdsISs,Come Out and Play,12,audio_features,spotify:track:5G0vAvojJAb8np3INdsISs,0.898,
0.238,https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv,Marcy Playground,0.67,173493.0,0.558,0.0,2.0,0.106,-9.159,1.0,37i9dQZF1DX1rVvRgjX59F,1997-01-01,0.0251,80.511,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv,5mkGfmJGFZpwK9nA5amOhv,Sex & Candy,67,audio_features,spotify:track:5mkGfmJGFZpwK9nA5amOhv,0.63,
0.0596,https://api.spotify.com/v1/audio-analysis/7CVYxHq1L0Z4G84jTDS6Jl,Oasis,0.333,289559.0,0.922,2.05e-06,0.0,0.126,-4.087,1.0,37i9dQZF1DX1rVvRgjX59F,1995-10-02,0.0592,162.978,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/7CVYxHq1L0Z4G84jTDS6Jl,7CVYxHq1L0Z4G84jTDS6Jl,Don't Look Back In Anger - Remastered,62,audio_features,spotify:track:7CVYxHq1L0Z4G84jTDS6Jl,0.335,
0.00541,https://api.spotify.com/v1/audio-analysis/4Qbjmdlv1eZDD1u8SWe1pt,Pearl Jam,0.298,341160.0,0.825,1.46e-05,2.0,0.44,-8.053,1.0,37i9dQZF1DX1rVvRgjX59F,1991,0.0408,75.592,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/4Qbjmdlv1eZDD1u8SWe1pt,4Qbjmdlv1eZDD1u8SWe1pt,Alive,11,audio_features,spotify:track:4Qbjmdlv1eZDD1u8SWe1pt,0.54,
0.0222,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,Faith No More,0.358,293653.0,0.893,0.0524,4.0,0.126,-7.486,0.0,37i9dQZF1DX1rVvRgjX59F,1989,0.12,174.238,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,4ReyTz0y3TGkX48wO3Llot,Epic,68,audio_features,spotify:track:4ReyTz0y3TGkX48wO3Llot,0.262,
0.000552,https://api.spotify.com/v1/audio-analysis/1AfYo6cKm3yHsJHdmNoGO1,Stone Temple Pilots,0.214,193613.0,0.947,0.00352,4.0,0.238,-5.053,1.0,37i9dQZF1DX1rVvRgjX59F,1994-06-07,0.0507,170.616,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/1AfYo6cKm3yHsJHdmNoGO1,1AfYo6cKm3yHsJHdmNoGO1,Interstate Love Song,59,audio_features,spotify:track:1AfYo6cKm3yHsJHdmNoGO1,0.483,
0.0252,https://api.spotify.com/v1/audio-analysis/39sICagGOiysHxoIBRyLLi,Lit,0.427,169405.0,0.952,0.0,4.0,0.407,-3.383,1.0,37i9dQZF1DX1rVvRgjX59F,1999-03-02,0.0565,103.523,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/39sICagGOiysHxoIBRyLLi,39sICagGOiysHxoIBRyLLi,My Own Worst Enemy,59,audio_features,spotify:track:39sICagGOiysHxoIBRyLLi,0.588,
0.241,https://api.spotify.com/v1/audio-analysis/48iWbsOaBUAGzMdoSmqyg1,Live,0.385,325600.0,0.433,7.07e-06,11.0,0.11,-9.256,1.0,37i9dQZF1DX1rVvRgjX59F,1994-01-01,0.0435,89.974,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/48iWbsOaBUAGzMdoSmqyg1,48iWbsOaBUAGzMdoSmqyg1,Lightning Crashes,64,audio_features,spotify:track:48iWbsOaBUAGzMdoSmqyg1,0.427,
0.000332,https://api.spotify.com/v1/audio-analysis/5sFDReWLrZHLFZFjHsjUTS,Alice In Chains,0.305,206773.0,0.832,2.4e-05,6.0,0.091,-7.981,1.0,37i9dQZF1DX1rVvRgjX59F,1992-01-01,0.0398,100.677,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/5sFDReWLrZHLFZFjHsjUTS,5sFDReWLrZHLFZFjHsjUTS,Would?,70,audio_features,spotify:track:5sFDReWLrZHLFZFjHsjUTS,0.585,
0.156,https://api.spotify.com/v1/audio-analysis/37EJtTS7jT5WUyXGZzrwnI,Everclear,0.491,191507.0,0.942,0.0,7.0,0.367,-5.333,1.0,37i9dQZF1DX1rVvRgjX59F,1995-01-01,0.132,100.446,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/37EJtTS7jT5WUyXGZzrwnI,37EJtTS7jT5WUyXGZzrwnI,Santa Monica,67,audio_features,spotify:track:37EJtTS7jT5WUyXGZzrwnI,0.387,
0.0112,https://api.spotify.com/v1/audio-analysis/1xShPgQbOUa98avWJQFDBY,Depeche Mode,0.637,224907.0,0.682,0.0234,11.0,0.0473,-11.625,1.0,37i9dQZF1DX1rVvRgjX59F,1989,0.0366,129.983,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/1xShPgQbOUa98avWJQFDBY,1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Seven Inch Version,60,audio_features,spotify:track:1xShPgQbOUa98avWJQFDBY,0.714,
0.00187,https://api.spotify.com/v1/audio-analysis/3mhOmh4tRKsMfnRmgZfeBm,Candlebox,0.552,299733.0,0.645,1.38e-06,7.0,0.0424,-6.595,1.0,37i9dQZF1DX1rVvRgjX59F,1993-07-16,0.0268,89.518,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3mhOmh4tRKsMfnRmgZfeBm,3mhOmh4tRKsMfnRmgZfeBm,Far Behind,65,audio_features,spotify:track:3mhOmh4tRKsMfnRmgZfeBm,0.588,
0.000365,https://api.spotify.com/v1/audio-analysis/39tLc4Xp58Lu4KcWHggeE2,Nine Inch Nails,0.559,373307.0,0.725,0.553,10.0,0.112,-8.631,0.0,37i9dQZF1DX1rVvRgjX59F,1994,0.0426,90.012,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/39tLc4Xp58Lu4KcWHggeE2,39tLc4Xp58Lu4KcWHggeE2,Closer,12,audio_features,spotify:track:39tLc4Xp58Lu4KcWHggeE2,0.501,
0.0132,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,Soul Asylum,0.613,265867.0,0.72,0.0,0.0,0.104,-7.957,1.0,37i9dQZF1DX1rVvRgjX59F,1992-01-01,0.0425,117.341,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,3TW48DvQ7ChwY1Yy1tkMaP,Runaway Train,68,audio_features,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,0.561,
5.91e-06,https://api.spotify.com/v1/audio-analysis/0fIC59ZyS8ThtUF0Um6zuD,The Smashing Pumpkins,0.382,298253.0,0.867,0.581,9.0,0.196,-7.426,1.0,37i9dQZF1DX1rVvRgjX59F,1993,0.0399,87.309,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/0fIC59ZyS8ThtUF0Um6zuD,0fIC59ZyS8ThtUF0Um6zuD,Cherub Rock - Remastered 2011,11,audio_features,spotify:track:0fIC59ZyS8ThtUF0Um6zuD,0.453,
2.84e-05,https://api.spotify.com/v1/audio-analysis/1Z5LCXu5Ca3sHAy6OdUrBT,Bush,0.137,256333.0,0.916,0.00403,9.0,0.127,-4.429,1.0,37i9dQZF1DX1rVvRgjX59F,1994-12-06,0.101,178.065,3.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/1Z5LCXu5Ca3sHAy6OdUrBT,1Z5LCXu5Ca3sHAy6OdUrBT,Machinehead,10,audio_features,spotify:track:1Z5LCXu5Ca3sHAy6OdUrBT,0.19,
0.0095,https://api.spotify.com/v1/audio-analysis/0fsz7tJ7UKXT9hliLfO7aE,Cake,0.456,179600.0,0.752,0.00145,11.0,0.0573,-8.121,0.0,37i9dQZF1DX1rVvRgjX59F,1996-02-05,0.09,183.569,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/0fsz7tJ7UKXT9hliLfO7aE,0fsz7tJ7UKXT9hliLfO7aE,The Distance,62,audio_features,spotify:track:0fsz7tJ7UKXT9hliLfO7aE,0.897,
0.00468,https://api.spotify.com/v1/audio-analysis/2JdzB67NvIa90K4gEZPLeX,The Presidents Of The United States Of America,0.499,134200.0,0.873,0.0,6.0,0.165,-3.902,1.0,37i9dQZF1DX1rVvRgjX59F,1995,0.0386,142.726,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/2JdzB67NvIa90K4gEZPLeX,2JdzB67NvIa90K4gEZPLeX,Lump,66,audio_features,spotify:track:2JdzB67NvIa90K4gEZPLeX,0.864,
0.0249,https://api.spotify.com/v1/audio-analysis/3CtphwpjC0XjIVpLFvGiQR,Temple Of The Dog,0.384,246267.0,0.733,2.61e-05,7.0,0.114,-6.522,1.0,37i9dQZF1DX1rVvRgjX59F,2016-04-16,0.0318,137.834,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3CtphwpjC0XjIVpLFvGiQR,3CtphwpjC0XjIVpLFvGiQR,Hunger Strike - 25th Anniversary Mix,61,audio_features,spotify:track:3CtphwpjC0XjIVpLFvGiQR,0.314,
0.000103,https://api.spotify.com/v1/audio-analysis/2c5wml8wsBnPfNSbCZ574T,Filter,0.446,359520.0,0.762,7.2e-05,2.0,0.26,-8.971,1.0,37i9dQZF1DX1rVvRgjX59F,1999-08-23,0.0422,98.993,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/2c5wml8wsBnPfNSbCZ574T,2c5wml8wsBnPfNSbCZ574T,Take a Picture,11,audio_features,spotify:track:2c5wml8wsBnPfNSbCZ574T,0.276,
0.0626,https://api.spotify.com/v1/audio-analysis/3SVAN3BRByDmHOhKyIDxfC,Radiohead,0.36,264067.0,0.505,9.22e-05,7.0,0.172,-9.129,1.0,37i9dQZF1DX1rVvRgjX59F,1997-05-28,0.026,74.807,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/3SVAN3BRByDmHOhKyIDxfC,3SVAN3BRByDmHOhKyIDxfC,Karma Police,73,audio_features,spotify:track:3SVAN3BRByDmHOhKyIDxfC,0.317,
0.00226,https://api.spotify.com/v1/audio-analysis/0h4fRpHrxBeR3XWHmcolaU,Garbage,0.59,258133.0,0.802,0.00143,11.0,0.0392,-4.163,1.0,37i9dQZF1DX1rVvRgjX59F,2007-01-01,0.0356,120.051,4.0,90s Rock Anthems,https://api.spotify.com/v1/tracks/0h4fRpHrxBeR3XWHmcolaU,0h4fRpHrxBeR3XWHmcolaU,Stupid Girl,54,audio_features,spotify:track:0h4fRpHrxBeR3XWHmcolaU,0.696,
0.000138,https://api.spotify.com/v1/audio-analysis/5vfjUAhefN7IjHbTvVCT4Z,Green Day,0.538,233027.0,0.884,0.0,8.0,0.466,-3.251,1.0,37i9dQZF1DX3oM43CtKnRV,2005-03-30,0.031,146.511,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/5vfjUAhefN7IjHbTvVCT4Z,5vfjUAhefN7IjHbTvVCT4Z,Holiday - Faded Ending,65,audio_features,spotify:track:5vfjUAhefN7IjHbTvVCT4Z,0.736,
0.00701,https://api.spotify.com/v1/audio-analysis/4nUM7pGcTUK2pY1d2LybrT,Foo Fighters,0.37,256600.0,0.944,2.9e-06,1.0,0.135,-4.979,0.0,37i9dQZF1DX3oM43CtKnRV,2005-05-30,0.0767,130.315,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/4nUM7pGcTUK2pY1d2LybrT,4nUM7pGcTUK2pY1d2LybrT,Best of You,13,audio_features,spotify:track:4nUM7pGcTUK2pY1d2LybrT,0.345,
0.000289,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,0.217,311107.0,0.905,0.00011,2.0,0.222,-4.103,1.0,37i9dQZF1DX3oM43CtKnRV,2006-10-23,0.0752,96.95,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,77,audio_features,spotify:track:5wQnmLuC1W7ATsArWACrgW,0.236,
0.00511,https://api.spotify.com/v1/audio-analysis/3Zwu2K0Qa5sT6teCCHPShP,Fall Out Boy,0.459,203507.0,0.891,0.0,10.0,0.106,-5.057,0.0,37i9dQZF1DX3oM43CtKnRV,2007-01-01,0.0623,154.837,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,75,audio_features,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,0.588,
0.0938,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,Panic! At The Disco,0.567,187613.0,0.795,0.0,9.0,0.114,-4.985,0.0,37i9dQZF1DX3oM43CtKnRV,2005-09-27,0.134,170.06,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,73,audio_features,spotify:track:4bPQs0PHn4xbipzdPfn6du,0.635,
2.64e-05,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,Green Day,0.38,176346.0,0.988,7.86e-05,1.0,0.368,-2.042,1.0,37i9dQZF1DX3oM43CtKnRV,2004-09-21,0.0639,186.113,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,77,audio_features,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.769,
0.000194,https://api.spotify.com/v1/audio-analysis/5vMDvp6nUnTYhl5NMpgOnL,Foo Fighters,0.582,262733.0,0.597,0.000273,5.0,0.517,-5.671,1.0,37i9dQZF1DX3oM43CtKnRV,2002-10-22,0.0512,167.738,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/5vMDvp6nUnTYhl5NMpgOnL,5vMDvp6nUnTYhl5NMpgOnL,All My Life,7,audio_features,spotify:track:5vMDvp6nUnTYhl5NMpgOnL,0.674,
0.0506,https://api.spotify.com/v1/audio-analysis/7j31rVgGX9Q2blT92VBEA0,My Chemical Romance,0.463,161920.0,0.857,0.0,4.0,0.184,-3.063,1.0,37i9dQZF1DX3oM43CtKnRV,2006-10-23,0.0632,111.647,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/7j31rVgGX9Q2blT92VBEA0,7j31rVgGX9Q2blT92VBEA0,Teenagers,76,audio_features,spotify:track:7j31rVgGX9Q2blT92VBEA0,0.856,
0.00579,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,0.494,229093.0,0.841,0.0,7.0,0.122,-4.784,1.0,37i9dQZF1DX3oM43CtKnRV,2005-01-01,0.0838,162.013,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",76,audio_features,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.567,
0.00101,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,The Killers,0.356,222587.0,0.924,0.0,1.0,0.0953,-3.74,1.0,37i9dQZF1DX3oM43CtKnRV,2004-06-15,0.0808,148.017,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,76,audio_features,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.232,
0.00552,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,Green Day,0.496,262333.0,0.682,2.94e-05,8.0,0.0589,-4.095,1.0,37i9dQZF1DX3oM43CtKnRV,2017-11-17,0.0294,167.06,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,73,audio_features,spotify:track:5GorCbAP4aL0EJ16frG2hd,0.474,
0.000917,https://api.spotify.com/v1/audio-analysis/3ZsjgLDSvusBgxGWrTAVto,Foo Fighters,0.433,269373.0,0.959,0.0,9.0,0.028,-4.04,1.0,37i9dQZF1DX3oM43CtKnRV,2007-09-25,0.0431,172.984,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/3ZsjgLDSvusBgxGWrTAVto,3ZsjgLDSvusBgxGWrTAVto,The Pretender,9,audio_features,spotify:track:3ZsjgLDSvusBgxGWrTAVto,0.365,
0.0424,https://api.spotify.com/v1/audio-analysis/3mcG2NI5G5vhrQtRda1YnA,Jimmy Eat World,0.629,168253.0,0.897,0.0,2.0,0.263,-3.401,1.0,37i9dQZF1DX3oM43CtKnRV,2001,0.0483,161.944,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/3mcG2NI5G5vhrQtRda1YnA,3mcG2NI5G5vhrQtRda1YnA,The Middle,17,audio_features,spotify:track:3mcG2NI5G5vhrQtRda1YnA,0.93,
0.00428,https://api.spotify.com/v1/audio-analysis/6TfBA04WJ3X1d1wXhaCFVT,The Offspring,0.55,177827.0,0.917,0.0,0.0,0.197,-3.159,1.0,37i9dQZF1DX3oM43CtKnRV,2008-06-17,0.0638,126.115,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/6TfBA04WJ3X1d1wXhaCFVT,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",76,audio_features,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,0.601,
0.00664,https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6,3 Doors Down,0.545,233933.0,0.865,1.12e-05,11.0,0.168,-5.708,0.0,37i9dQZF1DX3oM43CtKnRV,2000,0.0286,99.01,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,76,audio_features,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,0.543,
0.00119,https://api.spotify.com/v1/audio-analysis/0F2nGhgFNlkVHm81zNEvW6,Nickelback,0.44,223827.0,0.763,0.0,10.0,0.108,-5.023,1.0,37i9dQZF1DX3oM43CtKnRV,2001-09-11,0.0337,172.159,4.0,00s Rock Anthems,https://api.spotify.com/v1/tracks/0F2nGhgFNlkVHm81zNEvW6,0F2nGhgFNlkVHm81zNEvW6,How You Remind Me,55,audio_features,spotify:track:0F2nGhgFNlkVHm81zNEvW6,0.538,
