,0,1,2,3,4,5,6,7
118,0.79340434,0.854184,0.74843675,0.8653269,0.763606,-0.89823484,0.8369134,1.0048804
119,0.7549943,0.7970077,0.74904126,0.81600004,0.8433773,-0.75538325,0.579131,0.8021496
120,0.25246382,0.798043,0.66378754,0.688029,0.6541452,-0.65137225,0.5655234,0.6688612
121,0.8761819,0.605836,0.6723935,0.5212432,0.6033108,-0.5564511,0.75450623,0.5253101
122,0.73087937,0.68047756,0.6341248,0.65265214,0.74129176,-0.697919,0.7786757,0.7575604
123,0.63527566,0.6556949,0.6304669,0.586549,0.73846227,-0.6799602,0.5852363,0.6441308
124,0.52792466,0.62362295,0.43651584,0.6227672,0.4832767,-0.57773745,0.5023314,0.6128268
125,0.6696756,0.6499306,0.6957032,0.7614703,0.70620745,-0.5887067,0.5540177,0.69324803
126,0.4810211,0.69986796,0.6636258,0.8034842,0.55139446,-0.7523212,0.32593098,0.7447668
127,0.48801696,0.7065733,0.7891165,0.87906384,0.81478256,-0.7876748,0.78931606,0.78594667
128,0.7533865,0.64043015,0.69401073,0.6490682,0.73078114,-0.67778486,0.68217146,0.6235273
129,0.13812573,0.57634705,0.47782108,0.39235765,0.49782208,-0.5549446,0.3786515,0.54787636
130,0.6865909,0.84107846,0.9376606,0.9203065,0.8328877,-0.9048069,0.61870736,0.82955396
131,0.38561055,0.66123843,0.6814361,0.63503796,0.733911,-0.6475727,0.6046885,0.77097875
132,0.6582904,0.64634734,0.6445184,0.44060993,0.6218409,-0.6478404,0.66954094,0.6735789
133,0.06734431,0.58558124,0.55113256,0.640111,0.56170124,-0.66188693,0.39708003,0.6968612
134,0.083301485,0.6508627,0.5786278,0.8189465,0.6586469,-0.7240639,0.5533474,0.7054775
135,0.3934333,0.77748376,0.5455607,0.6671936,0.6027441,-0.74962,0.56867856,0.68181825
136,0.62847155,0.7049916,0.66072434,0.6566822,0.6995229,-0.7030432,0.67376226,0.67862904
137,0.5102401,0.80575746,0.68911684,0.9577571,0.8539808,-0.847542,0.652625,0.968492
138,0.72984964,0.75170106,0.73453486,0.648156,0.6661143,-0.76087606,0.71469694,0.7615959
139,0.42497277,0.66443837,0.6603449,0.7878547,0.695707,-0.7662089,0.7210471,0.7265743
140,0.3697539,0.67259794,0.6872589,0.6869089,0.6429381,-0.7293339,0.6914738,0.67228657
141,0.64358884,0.58095527,0.66758823,0.9027767,0.7554937,-0.6585574,0.5085621,0.831922
142,0.44318637,0.666376,0.668985,0.5755481,0.6719769,-0.6428179,0.5837255,0.5631315
143,0.38129696,0.6527089,0.650236,0.71766937,0.7389106,-0.72208947,0.82360375,0.67524064
144,0.9013548,0.6028482,0.65746045,0.63441193,0.67997915,-0.60467327,0.7211701,0.5708798
145,0.5503879,0.6673991,0.7382269,0.76093113,0.66267586,-0.7871332,0.5962322,0.8214064
146,0.6071243,0.78211975,0.70022064,0.6164005,0.54038846,-0.74392813,0.6563204,0.6575589
147,0.56026727,0.8111864,0.7593548,0.71278805,0.78129166,-0.69812906,0.83779144,0.7813439
148,0.66348773,0.6000337,0.67509604,0.7487328,0.65273094,-0.74395746,0.62391293,0.58798665
149,0.15864003,0.6878961,0.4648377,0.50327575,0.55756164,-0.5892199,0.40300325,0.6326438
150,0.4880497,0.706529,0.7595111,0.6338267,0.7345339,-0.6749444,0.51809794,0.65587145
151,0.9794771,0.7347483,0.75992626,0.6337716,0.6639593,-0.6034801,0.8350845,0.6916333
152,1.0066866,0.72787625,0.8456375,0.86539626,0.96314037,-0.76282626,0.82812816,0.8148363
153,0.2619314,0.4681449,0.42019588,0.49411446,0.5029415,-0.5184889,0.45627785,0.5200212
154,0.8085376,0.6030157,0.6967287,0.6126967,0.598857,-0.6566879,0.8134288,0.61528295
155,0.13290487,0.49292192,0.49192125,0.4462109,0.49261537,-0.60354936,0.43655172,0.5817
156,0.7850921,0.5481923,0.5476589,0.44085988,0.6036246,-0.61090404,0.6835895,0.5257202
157,0.729617,0.7257452,0.6973481,0.72231746,0.8210392,-0.7375227,0.6533628,0.7674379
158,0.8096421,0.5822865,0.8233366,0.6569317,0.8155292,-0.6479551,0.7029788,0.7316671
159,0.8205852,0.58050686,0.7487193,0.8103137,0.83429015,-0.69596875,0.5246343,0.66033995
160,0.66377544,0.7679458,0.77799755,0.7291434,0.5611306,-0.7775027,0.7510668,0.81644785
161,0.21673755,0.5802193,0.5396201,0.51772285,0.42167792,-0.5374614,0.33367294,0.46954352
162,0.5437045,0.63799924,0.7598005,0.7180846,0.7323261,-0.6467115,0.523233,0.57247645
163,0.31195396,0.57678145,0.5161067,0.5147033,0.49720693,-0.563975,0.5273265,0.64685476
164,0.47565037,0.8855423,0.76012504,0.94341016,0.81668174,-0.9261483,0.6685796,0.83032984
165,0.37916958,0.7304319,0.670648,0.68565947,0.7499404,-0.66150373,0.54773855,0.76440114
166,0.51795447,0.8257364,0.8018093,0.7722403,0.7232325,-0.81706685,0.89696777,0.88586426
167,0.7567378,0.65437675,0.5796725,0.6406931,0.64918727,-0.6559879,0.7001815,0.6777044
168,0.61920387,0.58665043,0.6219875,0.78826725,0.7510509,-0.5865908,0.44151485,0.66481805
169,0.59270763,0.7163925,0.57106835,0.7399835,0.6380406,-0.6781802,0.6469995,0.69724053
170,0.15392984,0.7883684,0.72501177,0.86208963,0.73502475,-0.7099664,0.70160425,0.78265154
171,0.47813293,0.65422815,0.61799634,0.64849,0.54997694,-0.66911596,0.668037,0.67397934
172,0.5760452,0.52091223,0.5224412,0.6269435,0.5745505,-0.518666,0.63097477,0.5776193
173,0.1730264,0.9372388,0.7669777,0.8677218,0.6619323,-0.8466522,0.59456813,0.93621063
174,0.79601413,0.756825,0.61208665,0.6761869,0.8307394,-0.7331923,0.6324851,0.8292504
175,0.7086131,0.7061091,0.58836323,0.55329806,0.67361397,-0.62214404,0.66231626,0.59113884
176,0.6613637,0.72447544,0.73285663,0.72113454,0.73712283,-0.68163073,0.5194244,0.6792175
177,0.84166867,0.7135443,0.5891991,0.49153414,0.59853196,-0.60863185,0.7585623,0.6400941
178,0.8243371,0.66669846,0.7170748,0.75220424,0.70182014,-0.6737789,0.67812634,0.7592469
179,0.13680865,0.6480801,0.52559966,0.5880707,0.51031667,-0.5497823,0.61077493,0.521225
180,0.74677575,0.7491982,0.6989189,0.7089342,0.6373367,-0.7008767,0.654089,0.74292845
181,-0.026666276,0.3475366,0.3677817,0.64179134,0.45345345,-0.53700215,-0.14013824,0.5703968
182,0.77777725,0.74775434,0.62744653,0.7417922,0.6495088,-0.6096738,0.64981097,0.6663965
183,0.68434453,0.5514304,0.55506325,0.5902668,0.5940292,-0.5157835,0.67789745,0.6975133
184,0.8239548,0.68909687,0.61145574,0.53300095,0.63144237,-0.652317,0.74945503,0.73066676
185,0.5324389,0.77153254,0.7375394,0.67734534,0.76171875,-0.6447877,0.6286344,0.7145152
186,0.47271425,0.7106082,0.6352277,0.7231173,0.7908171,-0.73172015,0.5400301,0.5629045
187,0.61991864,0.7007485,0.6524117,0.70705956,0.72808284,-0.73253745,0.6370646,0.6709594
188,0.68636113,0.67940444,0.5899803,0.7389341,0.7088933,-0.7093702,0.6409521,0.682925
189,0.9776692,0.659953,0.71440625,0.52961826,0.6362249,-0.72808266,0.7752323,0.6464535
190,0.29486063,0.6361145,0.6255472,0.7033907,0.624199,-0.692244,0.53500545,0.6692019
191,0.57661825,0.7397088,0.6325742,0.69365424,0.58420855,-0.6920984,0.66174173,0.72252864
192,0.4412291,0.85302556,0.69349325,0.59990865,0.6478722,-0.67725694,0.73169374,0.6716054
193,0.72024786,0.54863703,0.6619236,0.6110327,0.59638244,-0.56738853,0.63354534,0.57283515
194,0.59289145,0.6534032,0.5557091,0.47716296,0.55512214,-0.6606922,0.5396802,0.5616283
195,0.56455034,0.6776089,0.6786486,0.737135,0.6157534,-0.69179136,0.6339576,0.6401057
196,0.64593714,0.658254,0.616044,0.5419626,0.56225395,-0.62275356,0.4507508,0.6842389
197,0.6585302,0.5590678,0.5833513,0.6835322,0.5958675,-0.6675304,0.67221576,0.623709
198,0.9231086,0.45268586,0.58187795,0.50978893,0.59351546,-0.60014945,0.6499358,0.5430947
199,0.68880683,0.5787623,0.533301,0.5098221,0.63779014,-0.52366483,0.51376444,0.60551345
200,0.62088394,0.82373285,0.72898304,0.9028105,0.7577245,-0.8994392,0.857466,0.79018456
201,0.9171015,0.5172805,0.68918115,0.44903558,0.38775122,-0.6972046,0.5059768,0.58590454
202,0.38669476,0.5214381,0.4639162,0.51721233,0.46878353,-0.514512,0.38296935,0.4205972
203,0.46073404,0.6373117,0.5651253,0.62753373,0.69906753,-0.6617049,0.5983691,0.7198201
204,0.4079384,0.6989134,0.5590482,0.59386533,0.6580552,-0.56669307,0.63359296,0.66884583
205,0.03335584,0.5994982,0.39465407,0.5942455,0.49339753,-0.55607265,0.3642082,0.5867063
206,-0.18623486,0.63301086,0.33047336,0.4817034,0.3603768,-0.5757611,0.45192724,0.5784668
207,0.6364546,0.5654448,0.65619147,0.664344,0.67556226,-0.530116,0.5218927,0.62691057
208,0.6736894,0.6320781,0.6492288,0.65487677,0.6871861,-0.59275234,0.62082636,0.58883864
209,0.6549874,0.5656966,0.55099833,0.62266785,0.6651108,-0.54879314,0.4514161,0.50261784
210,0.8450468,0.76060784,0.8056439,0.65207875,0.7021035,-0.6642435,0.79497564,0.7006112
211,0.41504496,0.5888807,0.4825723,0.5499194,0.48147327,-0.5993591,0.586729,0.5768863
212,0.5145102,0.6912006,0.6949172,0.6138375,0.65608007,-0.638845,0.6469491,0.725682
213,0.8136261,0.7568567,0.7718162,0.7342591,0.818713,-0.6566961,0.7453119,0.80026716
214,0.8553424,0.68046767,0.7266372,0.6739544,0.6258882,-0.62867624,0.5846925,0.62027603
215,0.7611791,0.6706881,0.7213081,0.6126202,0.7309988,-0.6531828,0.7011576,0.6515307
216,0.74451035,0.65912044,0.70332986,0.6216179,0.77851135,-0.66306734,0.6615345,0.6771113
217,0.64783406,0.53834105,0.507276,0.6361502,0.5722285,-0.60987777,0.51708454,0.5852361
218,0.6977553,0.6185515,0.6179099,0.6481917,0.609762,-0.64571935,0.5814107,0.4672872
219,0.6635968,0.78577673,0.70886886,0.6035929,0.56367445,-0.6628646,0.6163421,0.81136215
220,0.107223324,0.7781381,0.5771927,0.7024758,0.7074326,-0.81661683,0.55350775,0.8295964
221,0.79459083,0.70089775,0.693079,0.60630614,0.68858886,-0.7469023,0.7452076,0.61711234
222,0.5345643,0.6286726,0.665307,0.7437137,0.6299578,-0.7202606,0.53953016,0.7778692
223,0.45376065,0.60585195,0.65244,0.591594,0.7307894,-0.6445366,0.6560028,0.7230386
224,0.46229976,0.6550991,0.469041,0.7673416,0.59268904,-0.60118645,0.478533,0.67932534
225,0.9935132,0.78011733,0.7865347,0.6716294,0.70658845,-0.7624231,0.849489,0.7277539
226,0.45613673,0.7651918,0.69986665,0.7144395,0.628384,-0.68768114,0.45590353,0.65574294
227,0.7751448,0.586989,0.6716713,0.57830554,0.6082756,-0.52332276,0.4986875,0.6405906
228,0.29712585,0.5971067,0.5215267,0.63131016,0.4920945,-0.58015794,0.5963332,0.5621743
229,0.16366751,0.58660185,0.4192212,0.38979024,0.35523376,-0.6096697,0.3579153,0.5366031
230,0.49426568,0.64201534,0.6418469,0.8258328,0.8554695,-0.6714419,0.6290369,0.738834
231,0.6807628,0.66628474,0.64460444,0.8125884,0.7636331,-0.70683783,0.6335197,0.6425033
232,0.9085871,0.65272146,0.7552718,0.65430164,0.62887454,-0.610925,0.6509996,0.50451607
233,0.8000271,0.61988944,0.7377866,0.78433776,0.71148604,-0.72150034,0.74337137,0.8106317
234,0.980983,0.39389077,0.7400763,0.44772896,0.4467482,-0.57584053,0.7062171,0.5063096
235,0.86242086,0.7026993,0.68194664,0.67585665,0.6917072,-0.6395755,0.656517,0.6557478
236,0.39851612,0.7429431,0.6221244,0.76102555,0.56608164,-0.6342291,0.5701627,0.65644944
237,0.76007813,0.5482266,0.67005235,0.5479238,0.60381263,-0.69993,0.752732,0.6500436
238,0.48431405,0.65406364,0.6060291,0.7028267,0.6967549,-0.7118204,0.5900915,0.71722645
239,1.1724068,0.6752809,0.69448817,0.53057206,0.6670537,-0.7959052,0.7179309,0.7245995
240,0.049516857,0.82940465,0.60294104,0.71834856,0.71654105,-0.7966625,0.65784955,0.7238063
241,0.19543713,0.67430484,0.51320493,0.6668992,0.60300106,-0.7539862,0.48377043,0.7737092
242,0.71941876,0.94183177,0.76762,0.8289246,0.8429115,-0.8036533,0.8002081,0.9038926
243,0.8169032,0.6670849,0.611742,0.6428628,0.64275134,-0.5716871,0.6138888,0.5719079
244,0.9335355,0.67608196,0.7438493,0.6073536,0.7400331,-0.66473615,0.5667981,0.7569747
245,0.5918981,0.5814419,0.5988941,0.6095579,0.6948325,-0.6465556,0.5626552,0.67593205
246,0.51245964,0.6491859,0.61574376,0.68370414,0.45275375,-0.64757705,0.5899142,0.59973174
247,0.8279742,0.66216373,0.64240193,0.63351005,0.65514153,-0.70545644,0.64601004,0.6632985
248,0.55505705,0.638317,0.60827637,0.5843518,0.5428076,-0.5974542,0.52570593,0.6468831
249,0.99965566,0.631697,0.7039026,0.6609074,0.65614456,-0.7387644,0.87280166,0.74176276
250,0.7487763,0.7045905,0.7802601,0.59693485,0.75282186,-0.64802456,0.74577385,0.656603
251,0.7163549,0.60264766,0.700674,0.7043227,0.7079632,-0.63328725,0.720096,0.611629
252,0.7300717,0.7478988,0.84096754,0.8397985,0.73962724,-0.7616472,0.8763613,0.77593285
253,0.7231574,0.6453485,0.7069445,0.6938114,0.69018906,-0.7013795,0.74832505,0.7470232
254,0.5811117,0.6392008,0.58259386,0.68769085,0.5661898,-0.65156037,0.6009912,0.7308368
255,0.2908879,0.5983601,0.46792236,0.5354073,0.4714503,-0.60563135,0.5363712,0.54865056
256,0.6402274,0.80821204,0.766714,0.9671465,0.8888529,-0.9466985,0.5922844,0.92264116
257,0.8322005,0.7752061,0.7567283,0.72116137,0.64286494,-0.7366355,0.6601389,0.66293657
258,0.43325877,0.77798474,0.7154333,0.7435926,0.786491,-0.76835155,0.74610484,0.8466695
259,0.66060466,0.6225162,0.68348473,0.72215104,0.6960172,-0.63929677,0.5751853,0.67188954
260,0.80640715,0.7921995,0.778311,0.8428509,0.7975886,-0.8481048,0.6811377,0.75779825
261,0.5227637,0.8539652,0.8082376,0.8345438,0.90181804,-0.901725,0.8172652,0.91972876
262,0.7013159,0.57384795,0.51728505,0.6549586,0.6151736,-0.5639127,0.58253664,0.59481144
263,0.86615163,0.6866142,0.6995206,0.61017674,0.7287687,-0.6121206,0.70562196,0.80109787
264,0.8380198,0.7899539,0.7508896,0.7899276,0.7941213,-0.87980735,0.70774144,0.746226
265,0.21013208,0.5843663,0.65006137,0.85176545,0.7132568,-0.66696185,0.5144161,0.78105557
266,0.345044,0.69783384,0.5087674,0.6157215,0.5903014,-0.5498077,0.5846829,0.50815135
267,0.8497502,0.7211638,0.8355541,0.7195284,0.6675591,-0.8417967,0.7169381,0.69831616
268,0.58966464,0.69412094,0.653596,0.5379261,0.4873926,-0.7500379,0.663473,0.55583906
269,0.7490949,0.611177,0.62832433,0.31218502,0.3213846,-0.6484675,0.7895457,0.619578
270,0.7899956,0.79289967,0.81169343,0.9187912,0.86567473,-0.86150384,0.74295586,0.85705835
271,1.0002061,0.60761154,0.6808814,0.52970016,0.61669445,-0.6673357,0.65377873,0.5944697
272,0.76179713,0.7115089,0.7604811,0.6564472,0.6720344,-0.66044164,0.84215826,0.7023302
273,0.5116577,0.73594314,0.66558075,0.64172,0.5801301,-0.7135151,0.6621699,0.68152416
274,0.7684529,0.7835511,0.8504,0.79576576,0.7290473,-0.70943373,0.7100891,0.7762383
