Outcode,Latitude,Longitude
GU20,51.368749,-0.658037
GU21,51.325217,-0.576548
GU22,51.309001,-0.556329
GU23,51.297456,-0.500298
GU24,51.324295,-0.62365
GU25,51.403276,-0.579482
GU26,51.110487,-0.757533
GU27,51.067593,-0.709646
GU28,50.987083,-0.638016
GU29,50.987079,-0.76712
GU3,51.245655,-0.637246
GU30,51.062327,-0.808491
GU31,50.991537,-0.883086
GU32,51.017254,-1.013337
GU33,51.053137,-0.896958
GU34,51.123106,-0.970657
GU35,51.129232,-0.852557
GU4,51.24615,-0.526141
GU46,51.337,-0.825
GU47,51.348,-0.788
GU5,51.196448,-0.507189
GU51,51.283,-0.84
GU52,51.264,-0.838
GU6,51.131396,-0.482655
GU7,51.186335,-0.61772
GU8,51.14631,-0.640739
GU9,51.21857,-0.787264
HA0,51.55141,-0.30637
HA1,51.577621,-0.34071
HA2,51.578193,-0.356947
HA3,51.59609,-0.319493
HA4,51.570801,-0.411626
HA5,51.597882,-0.389899
HA6,51.614211,-0.426922
HA7,51.613257,-0.315123
HA8,51.614631,-0.277399
HA9,51.560683,-0.28735
HD1,53.647016,-1.78919
HD2,53.669774,-1.783387
HD3,53.651652,-1.860554
HD4,53.616143,-1.782663
HD5,53.656408,-1.740593
HD6,53.704027,-1.777702
HD7,53.616402,-1.882928
HD8,53.600014,-1.683796
HD9,53.572013,-1.802889
HG1,54.001474,-1.531793
HG2,53.987,-1.526
HG3,54.031,-1.616
HG4,54.156,-1.566
HG5,54.013,-1.457
HP1,51.752211,-0.504525
HP10,51.609677,-0.714803
HP11,51.620572,-0.738992
HP12,51.632719,-0.783478
HP13,51.634995,-0.743326
HP14,51.649055,-0.844553
HP15,51.654159,-0.715366
HP16,51.70755,-0.71862
HP17,51.770898,-0.858398
HP18,51.821403,-0.920622
HP19,51.823018,-0.826877
HP2,51.782653,-0.475261
HP20,51.820526,-0.798676
HP21,51.805237,-0.801427
HP22,51.818006,-0.826975
HP23,51.796055,-0.654542
HP27,51.717252,-0.834943
HP3,51.723967,-0.484083
HP4,51.787597,-0.571426
HP5,51.713562,-0.607885
HP6,51.680571,-0.607794
HP7,51.660581,-0.618655
HP8,51.645743,-0.571467
HP9,51.606588,-0.631522
HR1,52.065748,-2.628451
HR2,51.987916,-2.830065
HR3,52.098264,-2.981895
HR4,52.116407,-2.822952
HR5,52.183166,-3.066028
HR6,52.243215,-2.77176
HR7,52.185816,-2.539378
HR8,52.048396,-2.451934
HR9,51.908,-2.582
HS1,58.213,-6.381
HS2,58.249,-6.468
HS3,57.879,-6.853
HS4,57.87,-6.69
HS5,57.8,-6.961
HS6,57.601,-7.299
HS7,57.447,-7.34
HS8,57.233,-7.346
HS9,56.972,-7.472
HU1,53.739795,-0.345166
HU10,53.746965,-0.451128
HU11,53.826,-0.22
HU12,53.724,-0.13
HU13,53.724602,-0.44029
HU14,53.728,-0.5
HU15,53.75691,-0.653016
HU16,53.786181,-0.456272
HU17,53.855574,-0.420586
HU18,53.909,-0.167
HU19,53.71386,0.039661
HU2,53.75,-0.338
HU20,53.788,-0.513
HU3,53.741779,-0.358884
HU4,53.736,-0.4
HU5,53.760661,-0.376675
HU6,53.785866,-0.363347
HU7,53.794754,-0.3267
HU8,53.769,-0.299
HU9,53.756,-0.286
HX1,53.720845,-1.873504
HX2,53.743759,-1.919128
HX3,53.728308,-1.8397
HX4,53.682634,-1.89299
HX5,53.69827,-1.833353
HX6,53.683164,-1.923889
HX7,53.73509,-2.025249
IG1,51.559686,0.068347
IG10,51.649175,0.056057
IG11,51.53402,0.099884
IG2,51.57348,0.08385
IG3,51.564915,0.097782
IG4,51.574155,0.056587
IG5,51.5781,0.061798
IG6,51.585973,0.095711
IG7,51.622804,0.082497
IG8,51.607057,0.036802
IG9,51.622193,0.03903
IP1,52.072326,1.134822
IP10,52.024963,1.250815
IP11,51.969905,1.340978
IP12,52.081959,1.415904
IP13,52.189287,1.331651
IP14,52.208359,1.082088
IP15,52.171953,1.586475
IP16,52.207378,1.57624
IP17,52.239352,1.516316
IP18,52.33059,1.655463
IP19,52.341547,1.483608
IP2,52.04518,1.13314
IP20,52.407036,1.331071
IP21,52.375472,1.223617
IP22,52.383493,1.016119
IP23,52.313068,1.114632
IP24,52.444044,0.753403
IP25,52.535553,0.837201
IP26,52.515619,0.574931
IP27,52.423556,0.573904
IP28,52.328402,0.551091
IP29,52.179452,0.665757
IP3,52.041548,1.184873
IP30,52.18847,0.828978
IP31,52.30502,0.839422
IP32,52.25275,0.724982
IP33,52.240229,0.701072
IP4,52.06252,1.188256
IP5,52.065921,1.217
IP6,52.11928,1.127177
IP7,52.081399,0.99618
IP8,52.06467,1.063923
IP9,52.002073,1.147109
IV1,57.501885,-4.268315
IV10,57.585,-4.126
IV11,57.677,-4.038
IV12,57.574,-3.864
IV13,57.343,-4.013
IV14,57.586,-4.547
IV15,57.599,-4.43
IV16,57.665,-4.337
IV17,57.7,-4.26
IV18,57.702,-4.155
IV19,57.805,-4.061
IV2,57.386453,-4.236133
IV20,57.786,-3.907
IV21,57.724,-5.72
IV22,57.742,-5.506
IV23,57.773,-5.01
IV24,57.891,-4.355
IV25,57.891,-4.042
IV26,57.916,-5.173
IV27,58.277,-4.8
IV28,58.015,-4.157
IV3,57.477,-4.245
IV30,57.654,-3.327
IV31,57.717,-3.289
IV32,57.613613,-3.178513
IV36,57.578724,-3.582018
IV4,57.376175,-4.801998
IV40,57.275,-5.65
IV41,57.274,-5.735
IV42,57.239,-5.829
IV43,57.156,-5.81
IV44,57.115,-5.874
IV45,57.067,-5.906
IV46,57.114,-5.984
IV47,57.294,-6.344
IV48,57.311,-6.098
IV49,57.228,-5.946
IV5,57.468,-4.411
IV51,57.481,-6.246
IV52,57.337,-5.651
IV53,57.344,-5.554
IV54,57.431,-5.616
IV55,57.459,-6.611
IV56,57.366,-6.429
IV6,57.526,-4.458
IV63,57.323,-4.505
IV7,57.584,-4.384
IV8,57.554,-4.265
IV9,57.569,-4.177
KA1,55.575944,-4.499006
KA10,55.550826,-4.648273
KA11,55.612651,-4.623617
KA12,55.619641,-4.668236
KA13,55.671278,-4.663319
KA14,55.74,-4.671
KA15,55.737551,-4.602323
KA16,55.607,-4.33
KA17,55.615497,-4.347907
KA18,55.451,-4.239
KA19,55.346,-4.667
KA2,55.591135,-4.557859
KA20,55.640901,-4.753067
KA21,55.65747,-4.770053
KA22,55.659912,-4.811473
KA23,55.682579,-4.846272
KA24,55.71,-4.715
KA25,55.753,-4.688
KA26,55.219,-4.834
KA27,55.539,-5.172
KA28,55.755,-4.924
KA29,55.757,-4.853
KA3,55.675488,-4.485808
KA30,55.815751,-4.855692
KA4,55.599,-4.382
KA5,55.51,-4.386
KA6,55.415,-4.505
KA7,55.448,-4.628
KA8,55.472,-4.612
KA9,55.497,-4.604
KT1,51.408237,-0.297472
KT10,51.367456,-0.35705
KT11,51.320095,-0.412597
KT12,51.37773,-0.406744
KT13,51.364483,-0.451296
KT14,51.338183,-0.492064
KT15,51.363,-0.494
KT16,51.381969,-0.53427
KT17,51.341534,-0.248236
KT18,51.299502,-0.263596
KT19,51.35196,-0.274087
KT2,51.420081,-0.282904
KT20,51.278613,-0.249895
KT21,51.313868,-0.303723
KT22,51.307868,-0.332377
KT23,51.278338,-0.365836
KT24,51.269,-0.429
KT3,51.401798,-0.254786
KT4,51.376935,-0.246493
KT5,51.390594,-0.284785
KT6,51.386646,-0.302252
KT7,51.391824,-0.320101
KT8,51.400236,-0.354739
KT9,51.355793,-0.30435
KW1,58.516048,-3.243888
KW10,57.975,-3.975
KW11,58.305,-4.13
KW12,58.506,-3.491
KW13,58.455,-3.895
KW14,58.589,-3.556
KW15,58.981,-2.959
KW16,58.96,-3.274
KW17,59.042,-3.003
KW2,58.349,-3.163
KW3,58.308,-3.279
KW5,58.287,-3.382
KW6,58.249,-3.442
KW7,58.187,-3.5
KW8,58.116,-3.664
KW9,58.014,-3.858
KY1,56.130216,-3.129049
KY10,56.241041,-2.704173
KY11,56.047,-3.415
KY12,56.094297,-3.525096
KY13,56.210245,-3.456839
KY14,56.31,-3.239
KY15,56.3,-3.051
KY16,56.339445,-2.804724
KY2,56.123,-3.182
KY3,56.064,-3.23
KY4,56.115,-3.361
KY5,56.145,-3.294
KY6,56.197,-3.197
KY7,56.197,-3.154
KY8,56.197,-3.011
KY9,56.21,-2.833
L1,53.402051,-2.979837
L10,53.47567,-2.928869
L11,53.446588,-2.915847
L12,53.435,-2.895
L13,53.416145,-2.919508
L14,53.418577,-2.882546
L15,53.396904,-2.919002
L16,53.397133,-2.898255
L17,53.376294,-2.943622
L18,53.38,-2.907
L19,53.357016,-2.904938
L2,53.407254,-2.985318
L20,53.449902,-2.991349
L21,53.471,-2.999
L22,53.476583,-3.029664
L23,53.491,-3.022
L24,53.343,-2.836
L25,53.378,-2.862
L26,53.366636,-2.835282
L27,53.386255,-2.844566
L28,53.435,-2.864
L29,53.507,-2.983
L3,53.40334,-2.984977
L30,53.484,-2.971
L31,53.51693,-2.924429
L32,53.478,-2.888
L33,53.487237,-2.859828
L34,53.446077,-2.826118
L35,53.4027,-2.780354
L36,53.414237,-2.842227
L37,53.561579,-3.041104
L38,53.524,-3.05
L39,53.560045,-2.906784
L4,53.437956,-2.959766
L40,53.603383,-2.847126
L5,53.425085,-2.976998
L6,53.421698,-2.951493
L69,53.407,-2.974
L7,53.405138,-2.947701
L70,53.413752,-2.929109
L8,53.39,-2.962
L9,53.466068,-2.948398
LA1,54.039125,-2.793106
LA10,54.311133,-2.459054
LA11,54.228867,-2.923676
LA12,54.212323,-3.053453
LA13,54.108096,-3.18441
LA14,54.110315,-3.229479
LA15,54.145988,-3.190365
LA16,54.158056,-3.203576
LA17,54.238938,-3.17389
LA18,54.24227,-3.290703
LA19,54.276136,-3.350277
LA2,54.034544,-2.607522
LA20,54.329257,-3.195772
LA21,54.366659,-3.018281
LA22,54.407076,-3.009829
LA23,54.371625,-2.909535
LA3,54.03401,-2.873115
LA4,54.070238,-2.850976
LA5,54.144818,-2.7924
LA6,54.20768,-2.551153
LA7,54.223064,-2.749163
LA8,54.336969,-2.731064
LA9,54.325,-2.742
LD1,52.293074,-3.366511
LD2,52.141,-3.393
LD3,51.96,-3.371
LD4,52.118,-3.555
LD5,52.127,-3.616
LD6,52.309,-3.508
LD7,52.352,-3.085
LD8,52.268,-3.043
LE1,52.63265,-1.128715
LE10,52.518598,-1.349618
LE11,52.766197,-1.226553
LE12,52.782215,-1.218006
LE13,52.763672,-0.890501
LE14,52.78518,-0.873191
LE15,52.642075,-0.714067
LE16,52.493364,-0.863487
LE17,52.461783,-1.154466
LE18,52.574807,-1.113099
LE2,52.603876,-1.092301
LE3,52.601742,-1.247737
LE4,52.664858,-1.125051
LE5,52.639082,-1.08484
LE6,52.684859,-1.234634
LE65,52.753324,-1.451506
LE67,52.716169,-1.352162
LE7,52.677164,-1.020786
LE8,52.559415,-1.064737
LE9,52.578862,-1.275923
LL11,53.070199,-3.109533
LL12,53.086,-2.988
LL13,53.036,-2.96
LL14,52.992,-3.051
LL15,53.103,-3.315
LL16,53.185,-3.432
LL17,53.267111,-3.422005
LL18,53.31,-3.475
LL19,53.331,-3.408
LL20,52.959,-3.159
LL21,52.99,-3.409
LL22,53.21848,-3.617737
LL23,52.90575,-3.610362
LL24,53.057,-3.785
LL25,53.054,-3.878
LL26,53.139,-3.785
LL27,53.147,-3.824
LL28,53.288,-3.76
LL29,53.289,-3.708
LL30,53.318,-3.815
LL31,53.291,-3.81
LL32,53.26,-3.839
LL33,53.25,-3.98
LL34,53.288021,-3.884084
LL35,52.547,-4.041
LL36,52.622007,-4.003115
LL37,52.666,-4.083
LL38,52.698,-4.039
LL39,52.711,-4.011
LL40,52.756,-3.875
LL41,52.969,-3.938
LL42,52.725,-4.054
LL43,52.774,-4.092
LL44,52.791,-4.096
LL45,52.82,-4.095
LL46,52.882838,-4.101436
LL47,52.902,-4.062
LL48,52.936,-4.07
LL49,52.929,-4.138
LL51,52.974,-4.238
LL52,52.935934,-4.221175
LL53,52.884,-4.491
LL54,53.059,-4.285
LL55,53.134,-4.204
LL56,53.187,-4.199
LL57,53.207,-4.111
LL58,53.28,-4.099
LL59,53.235,-4.159
LL60,53.215,-4.27
LL61,53.195,-4.262
LL62,53.21,-4.385
LL63,53.219,-4.471
LL64,53.228,-4.517
LL65,53.301,-4.569
LL66,53.381,-4.405
LL67,53.411,-4.456
LL68,53.398,-4.377
LL69,53.386,-4.318
LL70,53.364,-4.287
LL71,53.327,-4.368
LL72,53.35,-4.24
LL73,53.335,-4.244
LL74,53.316,-4.232
LL75,53.283,-4.218
LL76,53.301,-4.238
LL77,53.26,-4.311
LL78,53.317,-4.262
LN1,53.281461,-0.64398
LN10,53.172046,-0.21673
LN11,53.347522,0.001774
LN12,53.333715,0.238474
LN13,53.271806,0.18645
LN2,53.28172,-0.488863
LN3,53.268118,-0.409527
LN4,53.131421,-0.322683
LN5,53.156171,-0.583975
LN6,53.182607,-0.64022
LN7,53.465824,-0.329022
LN8,53.347159,-0.340955
LN9,53.219354,-0.11284
LS1,53.798097,-1.551366
LS10,53.767656,-1.528875
LS11,53.776,-1.556
LS12,53.788353,-1.600485
LS13,53.81,-1.634
LS14,53.839298,-1.438922
LS15,53.811983,-1.432343
LS16,53.859037,-1.602304
LS17,53.889832,-1.518644
LS18,53.851168,-1.652254
LS19,53.861074,-1.678595
LS2,53.80295,-1.547347
LS20,53.874733,-1.730043
LS21,53.941924,-1.665687
LS22,53.945359,-1.407917
LS23,53.904,-1.354
LS24,53.87,-1.252
LS25,53.794846,-1.289851
LS26,53.755674,-1.445346
LS27,53.748896,-1.604817
LS28,53.806574,-1.671105
LS29,53.924246,-1.822439
LS3,53.801,-1.56
LS4,53.806593,-1.580643
LS5,53.81528,-1.594178
LS6,53.82,-1.568
LS7,53.819271,-1.543001
LS8,53.827747,-1.504109
LS9,53.796771,-1.50574
LU1,51.865456,-0.434819
LU2,51.888005,-0.376089
LU3,51.916211,-0.451287
LU4,51.907458,-0.467724
LU5,51.925226,-0.517439
LU6,51.861683,-0.549574
LU7,51.892898,-0.659637
M1,53.478484,-2.23557
M11,53.478896,-2.181232
M12,53.464,-2.201
M13,53.459219,-2.216237
M14,53.447165,-2.225736
M15,53.465937,-2.249446
M16,53.455693,-2.269222
M17,53.469253,-2.322645
M18,53.46,-2.183707
M19,53.429896,-2.194349
M2,53.479005,-2.244153
M20,53.422428,-2.234445
M21,53.43395,-2.26996
M22,53.385651,-2.259741
M23,53.395878,-2.287664
M24,53.557418,-2.201658
M25,53.533231,-2.271332
M26,53.562,-2.333
M27,53.512,-2.337
M28,53.512763,-2.398658
M29,53.508,-2.457
M3,53.483592,-2.245642
M30,53.484,-2.354
M31,53.428787,-2.400233
M32,53.45,-2.309
M33,53.421514,-2.323351
M34,53.458359,-2.125018
M35,53.50564,-2.151632
M38,53.532,-2.421
M4,53.485463,-2.2288
M40,53.504971,-2.194247
M41,53.454354,-2.367779
M43,53.484989,-2.147084
M44,53.440024,-2.430289
M45,53.544338,-2.294643
M46,53.526,-2.49
M5,53.478043,-2.294437
M6,53.492,-2.297
M60,53.486,-2.228
M7,53.505,-2.26
M8,53.509,-2.239
M9,53.521264,-2.214154
M90,53.376484,-2.276032
ME1,51.359086,0.491901
ME10,51.344729,0.734229
ME11,51.413,0.749
ME12,51.404436,0.848618
ME13,51.282343,0.888599
ME14,51.298306,0.561062
ME15,51.254,0.534
ME16,51.273913,0.487237
ME17,51.235,0.61
ME18,51.237998,0.429235
ME19,51.296514,0.398846
ME2,51.380165,0.477404
ME20,51.306668,0.471064
ME3,51.438757,0.588872
ME4,51.383863,0.531896
ME5,51.351094,0.522686
ME6,51.327,0.441
ME7,51.361432,0.562335
ME8,51.361196,0.601817
ME9,51.332221,0.724685
MK1,52.006042,-0.726102
MK10,52.038708,-0.717943
MK11,52.051048,-0.838194
MK12,52.057767,-0.820093
MK13,52.056028,-0.796945
MK14,52.064174,-0.782128
MK15,52.051214,-0.718167
MK16,52.103982,-0.713042
MK17,51.997976,-0.718025
MK18,51.985593,-0.950963
MK19,52.071511,-0.843227
MK2,51.991505,-0.724342
MK3,51.994067,-0.752453
MK4,52.003753,-0.768654
MK40,52.13717,-0.479912
MK41,52.163786,-0.444731
MK42,52.118664,-0.469618
MK43,52.1155,-0.56655
MK44,52.201139,-0.435438
MK45,52.045799,-0.453286
MK46,52.15748,-0.695984
MK5,52.019583,-0.769548
MK6,52.028502,-0.72832
MK7,52.018159,-0.692361
MK8,52.033262,-0.806771
MK9,52.040574,-0.733722
ML1,55.803476,-3.967203
ML10,55.669269,-4.094852
ML11,55.667,-3.786
ML12,55.566,-3.596
ML2,55.777,-3.913
ML3,55.77,-4.054
ML4,55.820034,-4.019573
ML5,55.873922,-4.032131
ML6,55.867,-3.962
ML7,55.83,-3.793
ML8,55.716737,-3.827221
ML9,55.725,-3.967
N1,51.520203,-0.118901
N10,51.59513,-0.145825
N11,51.615533,-0.141471
N12,51.613508,-0.178379
N13,51.618858,-0.10314
N14,51.637923,-0.097316
N15,51.582035,-0.080924
N16,51.562311,-0.076447
N17,51.595864,-0.070642
N18,51.614927,-0.067741
N19,51.563579,-0.132378
N2,51.58786,-0.169374
N20,51.628007,-0.189563
N21,51.637296,-0.097336
N22,51.601747,-0.114115
N3,51.600312,-0.193028
N4,51.570184,-0.102965
N5,51.553744,-0.097731
N6,51.557023,-0.05603
N7,51.554382,-0.120549
N8,51.583318,-0.116275
N9,51.621502,-0.077312
NE1,54.981782,-1.626919
NE10,54.946321,-1.552178
NE11,54.93072,-1.640998
NE12,55.025297,-1.564569
NE13,55.049991,-1.659688
NE15,54.993057,-1.771307
NE16,54.927119,-1.71104
NE17,54.931603,-1.820496
NE18,55.034773,-1.837639
NE19,55.164375,-2.101263
NE2,54.985004,-1.611361
NE20,55.079673,-1.85746
NE21,54.95684,-1.725097
NE22,55.139054,-1.581981
NE23,55.077648,-1.586548
NE24,55.130625,-1.536318
NE25,55.053899,-1.494396
NE26,55.056624,-1.473973
NE27,55.039304,-1.51945
NE28,55.003267,-1.516431
NE29,55.01027,-1.483932
NE3,55.018388,-1.635138
NE30,55.020213,-1.45412
NE31,54.969735,-1.508682
NE32,54.966454,-1.479865
NE33,54.991318,-1.427127
NE34,54.975441,-1.423016
NE35,54.961835,-1.462428
NE36,54.953499,-1.463831
NE37,54.909669,-1.527626
NE38,54.889641,-1.520589
NE39,54.927329,-1.7516
NE4,54.974833,-1.644895
NE40,54.960344,-1.758919
NE41,54.973835,-1.820726
NE42,54.959042,-1.86326
NE43,54.956269,-1.909184
NE44,54.940133,-2.017454
NE45,54.978569,-2.014446
NE46,54.998166,-2.124674
NE47,54.918234,-2.197924
NE48,55.13232,-2.344067
NE49,54.978006,-2.469383
NE5,55.000217,-1.699888
NE6,54.978668,-1.563263
NE61,55.181,-1.688
NE62,55.161,-1.592
NE63,55.178,-1.562
NE64,55.184,-1.514
NE65,55.313,-1.751
NE66,55.428,-1.731
NE67,55.534,-1.693
NE68,55.574,-1.658
NE69,55.605,-1.716
NE7,54.994365,-1.580148
NE70,55.594,-1.815
NE71,55.555,-2.044
NE8,54.953387,-1.608743
NE9,54.930469,-1.57654
NE99,54.973237,-1.61249
NG1,52.955748,-1.148847
NG10,52.901919,-1.280303
NG11,52.889513,-1.192261
NG12,52.912365,-1.040657
NG13,52.940184,-0.947478
NG14,53.014252,-1.023714
NG15,53.05603,-1.196679
NG16,53.038356,-1.281711
NG17,53.118351,-1.264663
NG18,53.131449,-1.182976
NG19,53.167572,-1.196621
NG2,52.931731,-1.132677
NG20,53.205003,-1.191404
NG21,53.140363,-1.116317
NG22,53.171453,-0.945034
NG23,53.107975,-0.801738
NG24,53.07,-0.799
NG25,53.073,-0.955
NG3,52.984252,-1.157572
NG31,52.917961,-0.631874
NG32,52.949,-0.649
NG33,52.818,-0.579
NG34,52.988,-0.391
NG4,52.977983,-1.082224
NG5,53.008817,-1.145227
NG6,53.005886,-1.185541
NG7,52.952231,-1.18575
NG8,52.964498,-1.213406
NG9,52.931752,-1.241258
NN1,52.243672,-0.882083
NN10,52.286755,-0.582408
NN11,52.217508,-1.18785
NN12,52.152762,-1.009146
NN13,52.037272,-1.144225
NN14,52.412694,-0.645936
NN15,52.377374,-0.704527
NN16,52.416547,-0.679679
NN17,52.528188,-0.649863
NN18,52.477116,-0.696431
NN2,52.26816,-0.898355
NN29,52.25105,-0.667042
NN3,52.269154,-0.845762
NN4,52.211733,-0.892126
NN5,52.24987,-0.933982
NN6,52.337401,-0.951797
NN7,52.219249,-0.89951
NN8,52.300831,-0.68593
NN9,52.333262,-0.61375
NP10,51.569019,-3.065136
NP11,51.647723,-3.13398
NP12,51.683421,-3.195716
NP13,51.737531,-3.181269
NP15,51.732535,-2.873659
NP16,51.6823,-2.715852
NP18,51.598335,-2.924417
NP19,51.584768,-2.944403
NP20,51.587405,-3.008684
NP22,51.770654,-3.258019
NP23,51.767803,-3.197538
NP24,51.716498,-3.243701
NP25,51.794132,-2.754321
NP26,51.587324,-2.793137
NP4,51.731865,-3.035741
NP44,51.646988,-3.025768
NP7,51.856387,-2.967892
NP8,51.872164,-3.148817
NR1,52.624078,1.307184
NR10,52.748763,1.228465
NR11,52.857553,1.259142
NR12,52.75891,1.466957
NR13,52.61895,1.481554
NR14,52.563325,1.394544
NR15,52.494565,1.301915
NR16,52.495895,1.017316
NR17,52.517025,0.970347
NR18,52.574681,1.102613
NR19,52.677908,0.896239
NR2,52.629485,1.289754
NR20,52.732534,0.97452
NR21,52.844104,0.856938
NR22,52.871887,0.850572
NR23,52.94589,0.865942
NR24,52.860891,0.997739
NR25,52.923043,1.085083
NR26,52.934604,1.201338
NR27,52.913627,1.296462
NR28,52.819791,1.396306
NR29,52.687554,1.616518
NR3,52.6424,1.291561
NR30,52.620167,1.687903
NR31,52.568126,1.668262
NR32,52.506103,1.704339
NR33,52.444598,1.703294
NR34,52.425474,1.587257
NR35,52.459357,1.410562
NR4,52.618421,1.263817
NR5,52.641687,1.248654
NR6,52.656092,1.283798
NR8,52.672118,1.230627
NR9,52.649322,1.063208
NW1,51.533313,-0.144693
NW10,51.543656,-0.254508
NW11,51.577939,-0.196588
NW2,51.559498,-0.223771
NW3,51.554322,-0.175101
NW4,51.589071,-0.223961
NW5,51.55435,-0.144091
NW6,51.541137,-0.198566
NW7,51.615,-0.235
NW8,51.531967,-0.174944
NW9,51.585738,-0.260878
OL1,53.557605,-2.113629
OL10,53.586276,-2.2239
OL11,53.606,-2.174
OL12,53.635,-2.164
OL13,53.701,-2.203
OL14,53.708188,-2.104447
OL15,53.645642,-2.104397
OL16,53.60973,-2.108948
OL2,53.565417,-2.107683
OL3,53.553,-2.009
OL4,53.542,-2.073
OL5,53.517,-2.038
OL6,53.494,-2.085
OL7,53.494347,-2.109111
OL8,53.525238,-2.111979
OL9,53.538794,-2.13519
OX1,51.729639,-1.28049
OX10,51.604181,-1.113569
OX11,51.591734,-1.2571
OX12,51.579963,-1.426605
OX13,51.665969,-1.364908
OX14,51.660117,-1.252979
OX15,52.055152,-1.429983
OX16,52.063471,-1.340093
OX17,52.071036,-1.301101
OX18,51.767526,-1.582311
OX2,51.765964,-1.30456
OX20,51.868036,-1.36979
OX25,51.908621,-1.206123
OX26,51.898277,-1.159911
OX27,51.936531,-1.143956
OX28,51.786886,-1.493098
OX29,51.780433,-1.454309
OX3,51.778025,-1.215837
OX33,51.775478,-1.128998
OX39,51.700263,-0.922182
OX4,51.728383,-1.22617
OX44,51.699512,-1.139906
OX49,51.651802,-1.008212
OX5,51.849922,-1.217133
OX6,51.909,-1.168
OX7,51.916463,-1.511791
OX8,51.79,-1.455
OX9,51.718962,-1.003399
PA1,55.845502,-4.426747
PA10,55.833,-4.551
PA11,55.857,-4.582
PA12,55.796,-4.623
PA13,55.893,-4.629
PA14,55.927,-4.663
PA15,55.942,-4.748
PA16,55.930798,-4.814914
PA17,55.865,-4.882
PA18,55.889,-4.887
PA19,55.949436,-4.809061
PA2,55.82035,-4.450282
PA20,55.835,-5.057
PA21,55.901,-5.248
PA22,55.997336,-5.134085
PA23,55.955,-4.932
PA24,56.157,-4.904
PA25,56.216,-5.04
PA26,56.258,-4.938
PA27,56.154,-5.084
PA28,55.436,-5.603
PA29,55.804,-5.477
PA3,55.855603,-4.457974
PA30,56.014,-5.448
PA31,56.050986,-5.505228
PA32,56.183619,-5.156897
PA33,56.37,-5.055
PA34,56.403,-5.499
PA35,56.405,-5.224
PA36,56.521,-4.771
PA37,56.477274,-5.353051
PA38,56.592,-5.335
PA4,55.876836,-4.416605
PA41,55.674,-5.742
PA42,55.64,-6.186
PA43,55.756,-6.283
PA44,55.798,-6.292
PA45,55.82,-6.166
PA46,55.862,-6.119
PA47,55.682,-6.503
PA48,55.738,-6.384
PA49,55.782,-6.394
PA5,55.831,-4.509
PA6,55.864,-4.534
PA60,55.88,-5.913
PA61,56.072,-6.202
PA62,56.359,-5.85
PA63,56.382,-5.715
PA64,56.439,-5.675
PA65,56.469,-5.728
PA66,56.329,-6.354
PA67,56.314,-6.232
PA68,56.437,-6.141
PA69,56.38,-6.088
PA7,55.909,-4.5
PA70,56.364,-6.033
PA71,56.481,-5.98
PA72,56.518,-5.964
PA73,56.497,-6.183
PA74,56.533,-6.229
PA75,56.612,-6.123
PA76,56.334,-6.394
PA77,56.494,-6.884
PA78,56.625,-6.545
PA8,55.901,-4.452
PA9,55.81,-4.552
PE1,52.590276,-0.235437
PE10,52.788402,-0.36766
PE11,52.803646,-0.192354
PE12,52.766413,0.02486
PE13,52.670742,0.085839
PE14,52.62789,0.201218
PE15,52.521145,0.07694
PE16,52.453872,0.053126
PE19,52.250776,-0.268349
PE2,52.574173,-0.262489
PE20,52.945161,-0.100624
PE21,52.972043,-0.02398
PE22,53.056725,0.024791
PE23,53.174968,0.099945
PE24,53.175387,0.247805
PE25,53.159728,0.332583
PE26,52.469124,-0.089694
PE27,52.330717,-0.094574
PE28,52.379361,-0.230575
PE29,52.321308,-0.181509
PE3,52.588889,-0.272609
PE30,52.772313,0.423104
PE31,52.872996,0.597387
PE32,52.73,0.628
PE33,52.644576,0.49076
PE34,52.711159,0.323693
PE35,52.825,0.512
PE36,52.931264,0.532354
PE37,52.644,0.693
PE38,52.589,0.377
PE4,52.614303,-0.26082
PE5,52.585492,-0.340375
PE6,52.638626,-0.196645
PE7,52.530224,-0.18165
PE8,52.52295,-0.436517
PE9,52.670846,-0.48295
PH1,56.466959,-3.561785
PH10,56.609,-3.36
PH11,56.639,-3.234
PH12,56.576,-3.152
PH13,56.537,-3.274
PH14,56.453,-3.186
PH15,56.61,-3.941
PH16,56.707,-3.809
PH17,56.688,-4.382
PH18,56.774,-3.889
PH19,56.935,-4.255
PH2,56.387,-3.404
PH20,57.054,-4.155
PH21,57.089,-4.022
PH22,57.198,-3.806
PH23,57.287,-3.801
PH24,57.254,-3.748
PH25,57.262,-3.647
PH26,57.33,-3.605
PH3,56.302,-3.704
PH30,56.792,-4.6
PH31,56.892,-4.816
PH32,57.145,-4.683
PH33,56.7508,-5.328844
PH34,56.926,-4.926
PH35,57.076,-4.93
PH36,56.721,-5.866
PH38,56.845,-5.747
PH39,56.913,-5.841
PH4,56.261,-3.783
PH40,56.96273,-5.739823
PH41,57.004,-5.832
PH42,56.902,-6.142
PH43,57.016,-6.28
PH44,57.057,-6.503
PH49,56.675,-5.11
PH5,56.329,-3.828
PH50,56.714,-4.964
PH6,56.372,-3.995
PH7,56.373,-3.826
PH8,56.550232,-3.675208
PH9,56.651,-3.691
PL1,50.369212,-4.143605
PL10,50.347162,-4.213171
PL11,50.37649,-4.290812
PL12,50.440091,-4.291812
