,0,1
451,3.0794177,-2.1116064
452,0.23794404,-0.10531894
453,-2.415153,2.7929473
454,2.196749,0.40237156
455,3.3148897,-1.2964853
456,-1.732696,0.91330075
457,-3.5761006,1.1842574
458,1.3586631,-1.6729661
459,3.666306,-3.925805
460,2.693352,-0.61436266
461,3.850845,-1.5781628
462,5.272721,-3.2345324
463,5.7862244,-3.763887
464,4.585034,-2.3124926
465,4.32955,-2.4081893
466,4.7636366,-2.69992
467,4.3960934,-3.8880446
468,3.5308309,-0.863422
469,5.0914884,-3.5190547
470,3.6073015,-2.3684323
471,2.2669983,-3.111707
472,1.3728886,-1.0343856
473,2.8826203,0.20825583
474,6.5186467,-4.3632784
475,4.518262,-3.8363845
476,0.43776324,-0.34389767
477,1.4377111,1.79552
478,6.602217,-3.2467809
479,6.6586776,-3.301666
480,6.6501536,-3.3646498
481,0.46163526,3.014678
482,6.523857,-3.2522504
483,6.63614,-3.4944324
484,6.563625,-3.482586
485,4.883572,-3.3787053
486,5.987834,-3.0643122
487,6.090897,-4.297379
488,5.4982185,-4.4328885
489,6.41567,-4.355713
490,6.2857385,-4.049187
491,4.521309,-3.2193537
492,5.570661,-3.0471087
493,6.5188246,-4.377014
494,5.874051,-4.3416233
495,5.045347,-2.3815823
496,5.543148,-4.948619
497,5.919478,-3.8088605
498,5.691497,-4.929861
499,5.6594343,-4.6380577
500,4.7907596,-2.4542146
501,4.720652,-1.6094836
502,5.6804743,-2.6035435
503,4.8323207,-2.9238687
504,5.54287,-3.4956722
505,6.1402225,-3.621843
506,5.7174273,-3.4929745
507,5.44494,-3.5960405
508,3.2668648,-3.117157
509,4.780148,-3.4230924
510,5.124716,-4.359758
511,6.482717,-4.484796
512,6.501451,-4.383094
513,5.884958,-5.1791873
514,5.595033,-4.0211596
515,5.597705,-5.3292255
516,5.475973,-4.7277966
517,5.3841367,-3.7524834
518,5.293269,-3.4300737
519,5.63076,-4.3912187
520,4.0294867,-4.551032
521,4.968313,-3.9868033
522,5.3170366,-3.1370957
523,5.589086,-4.3715363
524,5.59846,-4.252716
525,6.3042936,-3.9977756
526,5.1880493,-3.1843035
527,5.3682394,-4.3641005
528,6.3047047,-4.12745
529,5.6633763,-3.6221123
530,6.4244676,-3.3454254
531,5.754851,-3.8128986
532,3.451209,-1.9521513
533,2.9231474,0.50589776
534,2.959873,0.41941556
535,1.9561166,-0.97402877
536,4.739201,-0.95651567
537,5.213688,-3.6160107
538,0.58508193,-2.8192804
539,-0.37316078,-1.5180777
540,-0.16546822,0.67122763
541,1.0358196,0.18223307
542,-0.5416043,0.9043758
543,3.8996136,-0.36585417
544,2.5981789,-1.9328349
545,-3.8865566,2.645345
546,1.1844935,-1.4216052
547,2.5751615,-2.6233752
548,-3.7145658,3.0321057
549,3.9955285,-1.8900528
550,2.2710505,-2.1047423
551,-1.4467456,1.753613
552,2.5397666,0.42939118
553,3.5149727,-0.14212587
554,1.3000181,0.26113918
555,-5.1729817,2.94838
556,-0.4587184,2.6342647
557,4.0554113,-2.283106
558,5.2969847,-3.1623514
559,2.2014396,-1.8155714
560,0.6532955,0.9565158
561,2.9429028,-0.20736869
562,2.7356212,-1.960409
563,-1.7346302,0.9474458
564,-3.6707513,3.0137117
565,1.1133608,1.4578524
566,3.8465977,-2.659885
567,1.5590669,0.34321305
568,3.7055316,-2.5701687
569,0.4674812,0.98190385
570,1.4622269,0.329682
571,-0.9964124,1.4255816
572,0.2694237,0.23086043
573,3.2450604,0.5146946
574,-3.608622,2.1227868
575,-0.24112599,1.8481064
576,2.421899,-0.3434002
577,-2.6995788,2.7796197
578,3.0064294,-0.5182336
579,0.9530208,0.6078764
580,3.608126,-1.8747163
581,3.4312038,-0.7186698
582,5.056868,-2.4596293
583,1.8319938,-0.013129886
584,4.7560625,-2.3219495
585,-1.9422646,2.7812846
586,-0.23348194,1.8797208
587,0.3898995,1.7367281
588,2.929709,-3.8160772
589,3.8076642,-4.2855053
590,-3.9431098,3.0961611
591,2.4710052,-2.8784714
592,-2.236306,2.7759905
593,4.017824,0.32234976
594,-6.916781,3.1768203
595,0.58433473,-0.32529125
596,2.3413672,-2.030408
597,1.3813074,-1.4073116
598,-6.8274117,2.39238
599,-9.545529,2.675465
600,-6.73766,2.739489
601,3.2178638,0.34203672
602,4.18156,-1.9057212
603,6.5026264,-4.4689007
604,4.9097085,-4.034916
605,1.8937535,1.7327757
606,5.88143,-4.093349
607,5.2385097,-4.3994255
608,4.6407404,-3.448942
609,4.4035563,-1.0644202
610,5.1578503,-2.516609
611,6.352177,-3.4869082
612,5.26397,-2.485528
613,6.0614004,-3.0498583
614,4.099375,-2.8510509
615,5.5900297,-2.7111125
616,4.837465,-0.18276198
617,4.467157,-3.6280158
618,3.40574,-0.44308984
619,2.0606127,0.37222248
620,1.4139066,-0.84606874
621,0.31804755,1.9171491
622,3.7250497,-0.43268365
623,0.9423823,1.8227441
624,0.33567572,1.3598164
625,3.3168404,-1.517747
626,-1.7030276,2.7889385
627,2.086566,-0.36199573
628,2.1259592,-2.9454281
629,2.8310287,-1.1765931
630,2.560822,-0.2724154
631,4.7807827,-2.806959
632,4.2199497,-3.6491299
633,5.229882,-3.3727193
634,4.180927,-1.7156022
635,1.4032016,0.8449654
636,3.8348544,-0.70749474
637,2.7977083,0.6798512
638,5.3573594,-2.587657
639,5.3359127,-2.6429453
640,4.3954835,0.011314717
641,6.596139,-3.429333
642,4.8559947,-0.37430114
643,-6.9104843,3.1155157
644,4.6133575,-0.035209447
645,3.6253576,0.0803224
646,4.4255385,-0.8615579
647,6.208863,-3.5793426
648,5.9201145,-3.841914
649,2.4888191,1.5239342
650,5.232452,-3.1397264
651,6.018898,-3.215964
652,5.6876225,-3.0199778
653,6.004286,-3.2334542
654,6.5594945,-4.3526087
655,4.9226203,-3.2968109
656,5.4997377,-4.465108
657,6.5082507,-4.389072
658,2.8131213,-2.0601232
659,4.2274776,-4.2964997
660,5.012211,-3.2427073
661,6.4954867,-4.385649
662,2.768271,-1.7470592
663,5.303422,-3.9224794
664,4.7520547,-0.11261571
665,0.24538332,0.051841192
666,-2.2418036,3.0799806
667,-0.53988147,2.1030288
668,-2.864855,2.8693156
669,-6.1233573,2.8670976
670,2.6613803,0.10986043
671,4.8526106,-2.1990514
672,0.06100654,0.5474771
673,4.030549,-1.8677492
674,0.9295751,2.0437026
675,4.7972264,-0.43197396
676,2.4401388,-2.3601859
677,-1.6674118,2.5890508
678,-0.035833832,-2.283919
679,2.4033513,1.5669188
680,-2.953524,0.9126685
681,-2.843282,0.8556673
682,0.26040563,-2.3324866
683,-0.23038852,-1.4556531
684,3.483046,-4.0646224
685,1.9590174,-2.4183965
686,4.806277,-2.1428273
687,-3.157984,0.9268764
688,-3.4093199,1.0826894
689,0.38092858,-2.2642133
690,1.1280595,-3.185467
691,2.1314437,-2.4019823
692,2.6064003,-3.0030937
693,4.76251,-3.2528641
694,5.976027,-3.7938597
695,-0.07691989,1.7309356
696,2.4819024,-1.4069844
697,4.4075537,-1.5503963
698,4.180349,-0.5219651
699,3.3437846,-3.1348484
700,-0.013315798,0.8609343
701,5.9414825,-4.5144053
702,3.1583061,-0.52151006
703,2.7557786,-0.652382
704,3.0276897,-0.45538703
705,5.653601,-4.161544
706,-2.5873778,2.954177
707,4.889681,-4.237649
708,4.744278,-1.156188
709,5.200104,-4.2805095
710,5.0769496,-2.6420827
711,-9.9283,2.6656456
712,2.077718,-0.2590221
713,3.206366,-2.8338895
714,3.8940492,-1.8333683
715,4.4512725,0.11458544
716,2.6584206,0.6062164
717,0.04389588,-0.15579072
718,4.903397,-2.5810432
719,-0.42520806,0.70738906
720,3.4266684,-0.025928946
721,3.3982732,-0.6667228
722,2.0742898,0.8166564
723,2.0784168,0.86139673
724,4.649371,-1.8563172
725,-0.4372728,0.9418305
726,-0.26952013,0.41971162
727,3.7592394,-1.24367
728,1.941357,0.8639122
729,3.094278,-1.8482031
730,3.9390824,-0.21664266
731,2.1546078,-1.0304145
732,3.658296,-2.745034
733,3.9698277,-0.7131493
734,0.99352586,1.8068507
735,4.486315,-3.7407188
736,4.6786237,-4.21466
737,1.9188466,1.5429794
738,-0.2089482,1.4882013
739,2.836005,-1.7843298
740,2.772472,-2.0619254
741,3.1303563,-1.3212931
742,2.0773003,-2.9399297
743,-2.4549625,2.6386173
744,2.3275023,-2.7968643
745,3.5858934,-0.4067168
746,3.1531456,-3.1516838
747,3.9705856,-0.8240611
748,0.2035667,-2.6957877
749,0.613946,-2.2240233
750,1.2798928,-3.359739
751,1.4226471,-2.8939736
752,0.9325982,-2.2910564
753,3.1071305,0.9251601
754,1.3927687,-2.823535
755,3.7021353,-0.68706787
756,1.1920512,0.20087412
757,-3.241659,2.5115387
758,-5.130039,2.6519701
759,-3.7881153,2.7125492
760,0.88071746,1.3326967
761,0.93909323,-0.071021274
762,2.508871,-2.5859275
763,2.5297441,-2.3569553
764,1.8487688,-0.07964042
765,0.7299012,2.4616032
766,2.0972238,0.4720092
767,-3.777866,2.9343512
768,2.1004837,-0.53026015
769,-1.6270179,1.1976343
770,4.446557,-0.375803
771,-0.24731342,1.4861771
772,2.233214,1.3491033
773,1.0619186,1.1440113
774,1.7164663,0.31524327
775,1.0595282,1.3133713
776,1.4859842,0.7616159
777,-4.7939796,2.6726215
778,4.3787704,-2.4873445
779,-0.290109,0.7348333
780,2.0363984,0.20533487
781,2.5129924,-1.6207182
782,-2.3820736,3.1572568
783,0.5609959,0.38350743
784,-8.006139,2.395515
785,0.8346048,2.4869485
786,-1.9093583,1.9107897
787,2.9794443,0.5668312
788,-7.8147535,2.083879
789,4.682359,-1.6660455
790,1.66207,1.0051728
791,-3.7627013,2.8879304
792,5.84796,-3.0088828
793,3.3785915,0.3715223
794,2.8041384,-2.1799612
795,-1.446064,2.0416253
796,2.0533838,-0.19515777
797,3.5450678,-0.08367582
798,0.8594238,1.734775
799,-0.08591605,1.2632419
800,0.6730453,-0.26755378
801,1.0008566,1.8465104
802,0.28723374,0.6821918
803,-2.4905806,2.6702094
804,2.4650722,-0.46107867
805,5.031101,-2.913785
806,4.668171,-2.8951693
807,-2.8292606,3.109992
808,0.2930789,0.27943623
809,1.464088,-0.48386565
810,1.8786646,0.18262099
811,6.1124096,-4.7390847
812,2.2043345,0.16371919
813,3.7807035,-4.131226
814,-5.137523,2.9071245
815,1.366955,-1.373486
816,-2.5083454,1.3420396
817,-3.0454078,2.385249
818,1.6909212,1.2129691
819,0.3457296,0.02933483
820,0.32326925,-0.39359108
821,0.20451213,0.70007384
822,-6.307655,3.1941822
823,1.545331,0.15975843
824,0.39061135,0.36738062
825,2.1322649,-0.2658538
826,-0.15295282,0.83468026
827,-1.4747968,0.79944116
828,-1.1534055,1.3320203
829,-0.89553,1.5996251
830,-9.8326645,2.6034014
831,-0.8713474,2.0090835
832,-1.876959,2.7242818
833,1.8957732,-0.00054256915
834,-2.5812714,1.5321467
835,4.6824474,-0.10054514
836,4.269924,-0.020252787
837,5.593965,-3.7205188
838,-7.0865955,2.365932
839,-6.025201,2.5569358
840,0.45632416,-0.62151265
841,0.28203037,0.5528673
842,0.8640195,1.8484671
843,0.8297178,1.9053248
844,2.9646056,-0.7888999
845,2.7429118,-2.6325483
846,1.2176971,-1.1964216
847,4.142457,-3.8749366
848,2.4789302,0.9241275
849,0.91331214,1.667199
850,-2.6852431,3.056061
851,0.5756943,2.5519068
852,-8.817509,2.5792396
853,5.3797283,-3.143238
854,4.6643095,-0.8406798
855,5.2705984,-3.32425
856,4.7604933,-0.57282585
857,-6.559858,3.0980473
858,-8.554354,2.628825
859,-3.2236304,2.4277859
860,-1.7071564,2.759901
861,-9.102358,2.6935627
862,-7.763572,2.9210453
863,-0.06153942,3.327371
864,0.21473494,2.845079
865,-0.17155284,3.3775315
866,2.0735362,0.8113283
867,-7.7109427,2.9616098
868,-7.81397,2.682605
869,0.5338396,0.9807341
870,-5.552891,2.2341225
871,-1.7528359,0.94744396
872,0.45330042,-1.3842288
873,-0.010015928,-1.7135249
874,3.3089516,-0.022421902
875,0.19026084,0.96843725
876,-0.15991123,-1.478043
877,-0.115318015,-1.7136773
878,-0.24029595,-0.94895005
879,0.27572906,-2.7377243
880,0.7070683,-2.02412
881,-0.039955515,-1.5863147
882,3.0643263,-2.3334377
883,-0.9047754,1.5348464
884,-2.1753912,2.4764786
885,-2.1319153,1.3475845
886,1.2291585,-1.3679554
887,3.8289993,-3.5446482
888,0.48390958,-1.9374154
889,0.9574549,-1.0526077
890,-3.293156,1.0450224
891,-3.5744724,1.376878
892,-0.26055261,-1.4829695
893,-0.38418576,-1.4081382
894,-3.364971,2.1298423
895,0.42490923,-2.4372702
896,4.0074253,-3.3494532
897,-8.585135,2.0482848
898,0.7761632,-1.3796656
899,0.57297176,0.13310044
900,4.9821706,-3.0496519
901,-6.1307235,2.2769127
902,1.539013,-2.9330814
903,-2.11514,1.6687703
904,-1.5811579,2.571071
905,0.3236027,-1.9253235
906,-0.25891235,-0.21491088
907,-8.572474,2.4368715
908,-2.8199108,0.86913407
909,1.5312514,-0.065883465
910,-7.1655035,2.1522233
911,-8.954342,2.9209669
912,-5.0331745,2.8028948
913,-8.609185,3.0009184
914,-6.4463596,3.072205
915,-0.14777455,3.315035
916,-2.6321466,3.1237874
917,-6.072529,3.0124886
918,-5.5955606,3.140109
919,4.7593627,-3.7864966
920,-6.4520326,3.035149
921,5.8247457,-3.2576022
922,5.3393273,-3.5482085
923,6.3086185,-4.4353175
924,2.3552835,-1.9917018
925,2.4755454,-2.1247897
926,0.36535951,-0.013781688
927,-5.551262,3.095952
928,1.5740128,-0.7742207
929,-0.40466744,1.0239961
930,0.14170782,0.6885751
931,-2.7039986,1.649989
932,0.7001636,0.089962386
933,-4.9243402,2.782021
934,1.0858899,-1.1551349
935,-7.2577844,2.7862282
936,4.507085,0.08011756
937,1.3709054,-2.8708656
938,-0.18996994,-1.0819097
939,2.359789,-2.830866
940,-1.3697575,2.2785566
941,3.1165407,0.13396397
942,5.2608824,-2.533215
943,3.6445918,-1.9370987
944,1.9441023,0.8586757
945,5.619353,-4.6199293
946,3.2224085,-0.021161275
947,4.547578,-1.8761182
948,-2.2654934,1.2259972
949,3.6715593,-1.2349627
950,1.4025459,0.69580156
951,-1.1818936,2.3226311
952,0.60498005,2.703067
953,0.34200484,2.8811138
954,-7.6326976,3.116129
955,0.30940735,3.0959558
956,4.7961874,-0.14416428
957,-8.504673,2.4612033
958,4.5743933,-0.9896293
959,4.7870445,-1.2093307
960,4.0048532,0.2984276
961,4.5913615,-0.7454186
962,3.1594703,0.41636175
963,4.9020925,-3.7404194
964,4.740019,-0.9846024
965,4.230075,0.05033512
966,5.007674,-4.2890515
967,0.5296557,1.1513262
968,4.610441,-0.82096124
